ID,LONG,LAT,SETCENS,AREAP,CODDIST,DISTRITO,CODSUBPREF,SUBPREF,REGIAO5,REGIAO8,NOME_FEIRA,REGISTRO,LOGRADOURO,NUMERO,BAIRRO,REFERENCIA
562,-46731992,-23438924,355030842000172,3550308005186,41,JARAGUA,2,PIRITUBA,Norte,Norte 1,JARDIM CITY JARAGUA,12440,RUA SAMUEL BOVY,,JARDIM CITY JARAGUA
563,-46746025,-23478786,355030863000088,3550308005113,64,PIRITUBA,2,PIRITUBA,Norte,Norte 1,SANTA MONICA,13900,RUA AMILCAR DE MAGALHAES,,PIRITUBA
564,-46709072,-23498126,355030863000103,3550308005112,64,PIRITUBA,2,PIRITUBA,Norte,Norte 1,JARDIM SAO JOSE,30678,RUA PDE MARIANO RONCHI,,JD SAO JOSE
565,-46739931,-23506050,355030895000039,3550308005110,73,SAO DOMINGOS,2,PIRITUBA,Norte,Norte 1,PARQUE SAO DOMINGOS,30783,RUA BRIG HENRIQUE FORTINELLI,,PQ SAO DOMINGUES
566,-46734657,-23441656,355030842000215,3550308005186,41,JARAGUA,2,PIRITUBA,Norte,Norte 1,PARQUE NACOES UNIDAS,31470,RUA CIRIACO JIMENEZ,,PQ NACOES UNIDAS
567,-46752485,-23436017,355030842000152,3550308005185,41,JARAGUA,2,PIRITUBA,Norte,Norte 1,VILA AURORA,31585,RUA ALEIXOS JAFET,,VILA AURORA
568,-46710433,-23502907,355030863000134,3550308005112,64,PIRITUBA,2,PIRITUBA,Norte,Norte 1,PIQUERI,40290,RUA SALVADOR SALA,,PIQUERI
569,-46727860,-23491006,355030863000017,3550308005310,64,PIRITUBA,2,PIRITUBA,Norte,Norte 1,CHACARA INGLESA,40665,RUA PEDRO MARIGLIANI,,CHAC INGLESA
570,-46741447,-23474640,355030863000070,3550308005113,64,PIRITUBA,2,PIRITUBA,Norte,Norte 1,JARDIM REGINA,40878,RUA PDE MARCIGAGLIA,,JD REGINA
571,-46729918,-23448666,355030842000161,3550308005187,41,JARAGUA,2,PIRITUBA,Norte,Norte 1,JARDIM PANAMERICANO,40940,RUA ANTONIO SEBASTIAO SOBRINHO,,PQ PAN AMERICANO
572,-46746003,-23448362,355030842000025,3550308005185,41,JARAGUA,2,PIRITUBA,Norte,Norte 1,JARDIM IPANEMA,41246,RUA VASCO BALBOA,,JD IPANEMA
573,-46724758,-23477821,355030863000009,3550308005114,64,PIRITUBA,2,PIRITUBA,Norte,Norte 1,JARDIM CIDADE PIRITUBA,41289,RUA GONCALVES DE BARROS,,JD PIRITUBA
574,-46747206,-23505414,355030895000082,3550308005110,73,SAO DOMINGOS,2,PIRITUBA,Norte,Norte 1,PIRITUBA,41866,AV ELISIO CORDEIRO DE SIQUEIRA,,JARIDM
575,-46716039,-23480852,355030863000191,3550308005115,64,PIRITUBA,2,PIRITUBA,Norte,Norte 1,JARDIM SAO JOSE,50393,RUA VIGARIO DE GODOY,,VL ZATT
576,-46748783,-23498443,355030895000030,3550308005110,73,SAO DOMINGOS,2,PIRITUBA,Norte,Norte 1,VILA MANGALOT,50555,RUA SANDOVAL FERREIRA CABRAL,,VL JAGUARA
577,-46715751,-23434515,355030842000072,3550308005309,41,JARAGUA,2,PIRITUBA,Norte,Norte 1,ESTRADA DA PARADA,50660,RUA FRAGATA DA CONSTITUICAO,,PARADA DE TAIPAS
578,-46716265,-23454167,355030863000220,3550308005114,64,PIRITUBA,2,PIRITUBA,Norte,Norte 1,ANHEMBI,50865,RUA COLONIAL DO IRAI,,JD MAGGI
579,-46748739,-23474160,355030863000210,3550308005113,64,PIRITUBA,2,PIRITUBA,Norte,Norte 1,JARDIM SANTA MONICA,51810,AV SANTA MONICA,,JARDIM SANTA MONICA
580,-46741198,-23482749,355030863000196,3550308005113,64,PIRITUBA,2,PIRITUBA,Norte,Norte 1,MUTINGA,60534,RUA MARIA LUCIA DUARTE,,VL MUTINGA
581,-46741894,-23453615,355030842000235,3550308005185,41,JARAGUA,2,PIRITUBA,Norte,Norte 1,JARAGUA,60658,RUA LAVRINHA,,VL JARAGUA
582,-46725537,-23435822,355030842000277,3550308005309,41,JARAGUA,2,PIRITUBA,Norte,Norte 1,JARDIM RINCAO,61387,RUA DR CARMELO D'AGOSTINHO,,JD RINCAO
583,-46713051,-23472447,355030863000125,3550308005115,64,PIRITUBA,2,PIRITUBA,Norte,Norte 1,SERRA DO CACHIMBO,61700,RUA SERRA DO CACHIMBO,,JARDIM VITORIA
584,-46715699,-23447272,355030842000143,3550308005188,41,JARAGUA,2,PIRITUBA,Norte,Norte 1,PARADA DE TAIPAS,63800,RUA JOSE PIZZA,,PARADA DE TAIPAS
585,-46757811,-23507714,355030840000031,3550308005109,39,JAGUARA,8,LAPA,Oeste,Oeste,JARDIM MARISA,64009,RUA JOSE PEREIRA FALCAO,,JARDIM MARISA
586,-46719698,-23484722,355030863000026,3550308005114,64,PIRITUBA,2,PIRITUBA,Norte,Norte 1,PIRITUBA,70289,RUA SANTA CRUZ DE LA SIERRA,,PIRITUBA
587,-46721908,-23470868,355030863000072,3550308005114,64,PIRITUBA,2,PIRITUBA,Norte,Norte 1,VILA MIRANTE,70610,RUA POVOADO DO RIO NOVO,,VL MIRANTE
588,-46745608,-23484822,355030895000065,3550308005111,64,PIRITUBA,2,PIRITUBA,Norte,Norte 1,JARDIM MONTE ALEGRE,70645,RUA JURUBIM,,PIRITUBA
589,-46744505,-23499430,355030895000004,3550308005110,73,SAO DOMINGOS,2,PIRITUBA,Norte,Norte 1,PRACA VISTA ALEGRE,70653,RUA JOSE ATALIBA ORTIZ,,VL MANGALOT
590,-46724800,-23495226,355030863000031,3550308005310,64,PIRITUBA,2,PIRITUBA,Norte,Norte 1,JARDIM DA FELICIDADE,71021,RUA LAUDELINO VIEIRA DE CAMPOS,,JD DA FELICIDADE
591,-46748407,-23453314,355030842000023,3550308005185,41,JARAGUA,2,PIRITUBA,Norte,Norte 1,CIDADE D ABRIL,71099,RUA MAURO ARAUJO RIBEIRO,,CID D ABRIL
592,-46725646,-23429575,355030842000087,3550308005309,41,JARAGUA,2,PIRITUBA,Norte,Norte 1,JARDIM MARILU,71390,RUA MAXIMO BARBOSA,,JD MARILU
593,-46717430,-23459231,355030863000161,3550308005114,64,PIRITUBA,2,PIRITUBA,Norte,Norte 1,JARDIM N SRA APARECIDA,71579,RUA LARANJEIRAS DO SUL,,PIRITUBA
594,-46710237,-23485086,355030863000128,3550308005115,64,PIRITUBA,2,PIRITUBA,Norte,Norte 1,FEIRAO ESPECIAL DE PIRITUBA,71706,PC MONSENHOR ESCRIVA,,JD SAO JOSE
595,-46733952,-23444157,355030842000010,3550308005187,41,JARAGUA,2,PIRITUBA,Norte,Norte 1,COHAB PAULISTANO,72001,RUA VALE DO SOL,,PARADA DE TAIPAS
596,-46757111,-23474333,355030895000116,3550308005111,73,SAO DOMINGOS,2,PIRITUBA,Norte,Norte 1,VILA NOVA ESPERANCA,72400,RUA CALDAS NOVAS,,VILA NOVA ESPERANCA
597,-46762550,-23407342,355030861000095,3550308005243,62,PERUS,1,PERUS,Norte,Norte 1,JARDIM DO RUSSO,11266,RUA ENG NOGUEIRA SOARES,,JD DO RUSSO
598,-46792297,-23433174,355030803000015,3550308005241,03,ANHANGUERA,1,PERUS,Norte,Norte 1,JARDIM BRITANIA,12181,RUA FLORENCIO CARPI,,JD BRITANIA
599,-46754972,-23396934,355030861000092,3550308005242,62,PERUS,1,PERUS,Norte,Norte 1,VILA FANTON,12300,RUA FELIPE CARDOSO CAMPOS,,VL FANTON
600,-46749909,-23408056,355030861000001,3550308005242,62,PERUS,1,PERUS,Norte,Norte 1,PERUS,30538,RUA JOAO BATISTIA FANTON,,VL FONTON
601,-46756119,-23409486,355030861000019,3550308005243,62,PERUS,1,PERUS,Norte,Norte 1,VILA OPERARIA,60720,RUA RAPHAEL DI SANDRO,,PERUS
602,-46737785,-23407009,355030861000025,3550308005242,62,PERUS,1,PERUS,Norte,Norte 1,VILA MALVINA,61239,RUA TIBURNO,,VL MALVINA
603,-46794016,-23442268,355030803000054,3550308005307,03,ANHANGUERA,1,PERUS,Norte,Norte 1,JARDIM JARAGUA,72036,RUA PRESIDENTE FELIX PAIVA,,JD JARAGUA
604,-46749603,-23413071,355030861000057,3550308005243,62,PERUS,1,PERUS,Norte,Norte 1,RECANTO DOS HUMILDES,72257,RUA RECANTO DOS HUMILDES,,RECANTO DOS HUMILDES
605,-46668637,-23505571,355030821000094,3550308005030,21,CASA VERDE,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,MANDAQUI,10146,AV ENGENHEIRO CAETANO ALVARES,,MANDAQUI
606,-46627807,-23495005,355030870000014,3550308005063,71,SANTANA,5,SANTANA-TUCURUVI,Norte,Norte 2,SANTA TEREZINHA,10189,RUA VICENTE SOARES,,STA TEREZINHA
607,-46614092,-23482699,355030870000167,3550308005065,71,SANTANA,5,SANTANA-TUCURUVI,Norte,Norte 2,TUCURUVI,10235,RUA CASA FORTE,,TUCURUVI
608,-46605128,-23469121,355030882000080,3550308005131,84,TUCURUVI,5,SANTANA-TUCURUVI,Norte,Norte 2,JARDIM TREMEMBE,10510,RUA MERE MARIE ANNAIS DO SION,,VL NOVA MAZZEI
609,-46589746,-23479956,355030882000125,3550308005132,84,TUCURUVI,5,SANTANA-TUCURUVI,Norte,Norte 2,VILA GUSTAVO,10529,RUA CANEDOS,,VILA GUSTAVO
610,-46621212,-23482782,355030870000140,3550308005065,71,SANTANA,5,SANTANA-TUCURUVI,Norte,Norte 2,AGUA FRIA,30317,RUA AURELIANO LEAL C GUATIAIA,,AGUA FRIA
611,-46600357,-23480026,355030882000004,3550308005132,84,TUCURUVI,5,SANTANA-TUCURUVI,Norte,Norte 2,PARQUE VITORIA,30325,AV MAESTRO VILA LOBOS,,PQ VITORIA
612,-46635861,-23490671,355030870000071,3550308005065,71,SANTANA,5,SANTANA-TUCURUVI,Norte,Norte 2,ITAICY,30589,RUA ITAICY,,STA TEREZINHA
613,-46632939,-23470278,355030851000023,3550308005130,51,MANDAQUI,5,SANTANA-TUCURUVI,Norte,Norte 2,MANDAQUI,34002,RUA GENERAL JOSE ALMEIDA BOTELHO,,MANDAQUI
614,-46625498,-23501502,355030870000005,3550308005064,71,SANTANA,5,SANTANA-TUCURUVI,Norte,Norte 2,SANTANA,40150,RUA GABRIEL PIZZA,,SANTANA
615,-46640009,-23502786,355030870000095,3550308005063,71,SANTANA,5,SANTANA-TUCURUVI,Norte,Norte 2,JARDIM SAO BENTO,40169,RUA CAP MANOEL NOVAES,,JD SAO BENTO
616,-46641297,-23488756,355030870000134,3550308005065,71,SANTANA,5,SANTANA-TUCURUVI,Norte,Norte 2,CHORA MENINO,40177,RUA DR EUGENIO FORTES COELHO,,CHORA MENINO
617,-46594422,-23479441,355030882000091,3550308005132,84,TUCURUVI,5,SANTANA-TUCURUVI,Norte,Norte 2,TANQUE VELHO,40320,RUA TANQUE VELHO,,VL GUSTAVO
618,-46605855,-23475090,355030882000009,3550308005131,84,TUCURUVI,5,SANTANA-TUCURUVI,Norte,Norte 2,CONEGO LADEIRA,40339,RUA ARAGAO,,VL MAZZEI
619,-46631467,-23469257,355030851000061,3550308005130,51,MANDAQUI,5,SANTANA-TUCURUVI,Norte,Norte 2,SANTA INES,40622,RUA ANA DE BARROS,,STA INES
620,-46611898,-23488030,355030870000207,3550308005064,71,SANTANA,5,SANTANA-TUCURUVI,Norte,Norte 2,CABUCU,41017,RUA MARIA DO CARMO SENE,,VL PAULICEIA
621,-46650409,-23479523,355030851000079,3550308005128,51,MANDAQUI,5,SANTANA-TUCURUVI,Norte,Norte 2,JOAO PESSOA,41254,RUA RIBEIRAO DO SALTO,,LAUSANE PAULISTA
622,-46609806,-23469678,355030882000076,3550308005131,84,TUCURUVI,5,SANTANA-TUCURUVI,Norte,Norte 2,PALMAS DO TREMEMBE,41335,PC ANTONIO JOSE DE ARAUJO,,PALMAS DO TREMEMBE
623,-46587965,-23483048,355030892000129,3550308005067,94,VILA MEDEIROS,7,VILA MARIA-VILA GUILHERME,Norte,Norte 2,MANOEL SOVERAL,50261,RUA ANTONIO PEREIRA DE SOUZA,,SANTANA
624,-46633797,-23474673,355030851000008,3550308005130,51,MANDAQUI,5,SANTANA-TUCURUVI,Norte,Norte 2,ALTO DO MANDAQUI,50326,RUA ALVARO GOMES,,SANTANA
625,-46626144,-23473742,355030851000067,3550308005129,51,MANDAQUI,5,SANTANA-TUCURUVI,Norte,Norte 2,SANTANA,53805,AV ENGENHEIRO CAETANO ALVARES,,SANTANA
626,-46639288,-23505894,355030870000060,3550308005064,71,SANTANA,5,SANTANA-TUCURUVI,Norte,Norte 2,AREAL,60127,RUA TUPIGUAES,,SANTANA
627,-46634339,-23495709,355030870000066,3550308005063,71,SANTANA,5,SANTANA-TUCURUVI,Norte,Norte 2,CHORA MENINO,60208,RUA PROF LOURIVAL GOMES MACHADO,,VL STA TEREZINHA
628,-46618724,-23491918,355030870000080,3550308005064,71,SANTANA,5,SANTANA-TUCURUVI,Norte,Norte 2,JARDIM SAO PAULO,60216,RUA PROF JOAQUIM OZORIO DE AZEVEDO,,JD SAO PAULO
629,-46599341,-23477904,355030882000143,3550308005132,84,TUCURUVI,5,SANTANA-TUCURUVI,Norte,Norte 2,AV SAO PAULO,60402,AV MAESTRO VILLA LOBOS,,TUCURUVI
630,-46623098,-23475009,355030851000095,3550308005129,51,MANDAQUI,5,SANTANA-TUCURUVI,Norte,Norte 2,VILA AURORA,60712,RUA ALBERTINA VIEIRA DA S GORDO,,VL AURORA
631,-46643258,-23496537,355030870000147,3550308005065,71,SANTANA,5,SANTANA-TUCURUVI,Norte,Norte 2,IMIRIM,70203,RUA FRANCISCA BIRIBA,,IMIRIM
632,-46612676,-23496822,355030870000126,3550308005064,71,SANTANA,5,SANTANA-TUCURUVI,Norte,Norte 2,SANTANA,70211,RUA PEDRO RIBEIRO,,SANTANA
633,-46588709,-23470426,355030882000134,3550308005132,84,TUCURUVI,5,SANTANA-TUCURUVI,Norte,Norte 2,VILA CONSTANCIA,70467,RUA SEBASTIAO DE FREITAS,,VL CONSTANCA
634,-46598710,-23489869,355030882000152,3550308005066,84,TUCURUVI,5,SANTANA-TUCURUVI,Norte,Norte 2,BORGES,70548,RUA CRUZ DE MALTA,,RODRIGUES ALVES
635,-46639106,-23487204,355030870000107,3550308005065,71,SANTANA,5,SANTANA-TUCURUVI,Norte,Norte 2,LAUZANE PAULISTA,70556,RUA DONA MARIA CUSTODIA,,LAUZANE PAULISTA
636,-46636811,-23469786,355030851000019,3550308005130,51,MANDAQUI,5,SANTANA-TUCURUVI,Norte,Norte 2,SANTO ANTONIO,70580,PC SALVADOR TOLEZANO,,LAUZANE PAULISTA
637,-46643692,-23471820,355030851000051,3550308005128,51,MANDAQUI,5,SANTANA-TUCURUVI,Norte,Norte 2,HERISON,70920,RUA HERISON,,LAUZANE PAULISTA
638,-46686163,-23673758,355030816000022,3550308005171,16,CAMPO GRANDE,14,SANTO AMARO,Sul,Sul 2,CAMPO GRANDE,10774,RUA ARNALDO MAGNICARO,,JD JURUBATUBA
639,-46711282,-23651192,355030871000064,3550308005174,72,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,SANTO AMARO,10901,AV MARIO LOPES LEAO,,STO AMARO
640,-46673730,-23622294,355030815000050,3550308005101,15,CAMPO BELO,14,SANTO AMARO,Sul,Sul 2,FEIRAO ECON C DE PORTO ALEGRE,12050,RUA CONDE DE PORTO ALEGRE,,CAMPO BELO
641,-46712231,-23644060,355030871000034,3550308005174,72,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,JOAO DIAS,30163,RUA DO CARREIRO DE PEDRA,,VL CRUZEIRO
642,-46679803,-23617209,355030815000139,3550308005101,15,CAMPO BELO,14,SANTO AMARO,Sul,Sul 2,GIL EANES,31291,RUA GIL EANES,,CAMPO BELO
643,-46669912,-23615047,355030815000138,3550308005100,15,CAMPO BELO,14,SANTO AMARO,Sul,Sul 2,CAMPO BELO,40509,RUA BARAO DE JACEGUAI,,STO AMARO
644,-46703472,-23631788,355030871000042,3550308005174,72,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,CHACARA SANTO ANTONIO,40525,RUA ALEXANDRE DUMAS,,CHAC STO ANTONIO
645,-46671082,-23627488,355030815000001,3550308005100,15,CAMPO BELO,14,SANTO AMARO,Sul,Sul 2,PIRAQUARA,40835,RUA CRISTOVAO PEREIRA,,CAMPO BELO
646,-46688631,-23668206,355030816000056,3550308005172,16,CAMPO GRANDE,14,SANTO AMARO,Sul,Sul 2,VILA ISA,40851,RUA AMOIPIRA,,VL ISA
647,-46661870,-23632354,355030815000112,3550308005100,15,CAMPO BELO,14,SANTO AMARO,Sul,Sul 2,JARDIM AEROPORTO,50024,RUA TAPES,,JD AEROPORTO
648,-46677551,-23623269,355030815000048,3550308005101,15,CAMPO BELO,14,SANTO AMARO,Sul,Sul 2,BROOKLIN PAULISTA,50598,RUA BARAO DE JACEGUAI,,CAMPO BELO
649,-46664328,-23623517,355030815000060,3550308005100,15,CAMPO BELO,14,SANTO AMARO,Sul,Sul 2,CONGONHAS,50717,AV INVERNADA,,CONGONHAS
650,-46698961,-23630456,355030871000044,3550308005174,72,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,MONARK,50741,RUA DA PAZ,,CHAC STO ANTONIO
651,-46703255,-23651349,355030871000029,3550308005173,72,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,SANTO AMARO,51870,RUA SAO BENEDITO,,SANTO AMARO
652,-46693360,-23639340,355030871000009,3550308005173,72,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,DEODORO,60755,RUA COMEN ELIAS ZARZUR,,STO AMARO
653,-46673104,-23669704,355030816000114,3550308005170,16,CAMPO GRANDE,14,SANTO AMARO,Sul,Sul 2,JARDIM CONSORCIO,60763,RUA JOAO BATISTA DI VITORIANO,,JD CONSORCIO
654,-46682070,-23679439,355030816000006,3550308005170,16,CAMPO GRANDE,14,SANTO AMARO,Sul,Sul 2,VILA ARRIETE,60801,RUA ORLANDO PINTO RIBEIRO,,VL ARRIETE
655,-46681032,-23671185,355030816000026,3550308005172,16,CAMPO GRANDE,14,SANTO AMARO,Sul,Sul 2,VILA SAO PEDRO,60976,PC ALEXANDRE N AKSAKOF,,VL SAO PEDRO
656,-46692185,-23660161,355030816000068,3550308005171,16,CAMPO GRANDE,14,SANTO AMARO,Sul,Sul 2,CHACARA FLORA,61611,RUA FREI CANISIO,,VL SOFIA
657,-46710266,-23634463,355030871000041,3550308005174,72,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,SANTO AMARO,63606,AV PROF ALCEU MAYNARD ARAUJO,,VARZEA DE BAIXO
658,-46668560,-23640963,355030815000065,3550308005100,15,CAMPO BELO,14,SANTO AMARO,Sul,Sul 2,CONJUNTO ASTOR,70084,RUA HELADE,,VL STA CATARINA
659,-46655035,-23637683,355030815000080,3550308005100,15,CAMPO BELO,14,SANTO AMARO,Sul,Sul 2,PARQUE JABAQUARA,70165,RUA BONIFACIO DE ABREU,,PQ JABAQUARA
660,-46699029,-23654239,355030871000059,3550308005173,72,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,IGUATINGA,70424,RUA ENG TOMAS WHATELY,,STO AMARO
661,-46662305,-23622766,355030815000059,3550308005100,15,CAMPO BELO,14,SANTO AMARO,Sul,Sul 2,PETROPOLIS,70726,RUA BELA VISTA,,VL UNIAO
662,-46673429,-23613056,355030815000095,3550308005100,15,CAMPO BELO,14,SANTO AMARO,Sul,Sul 2,PIRAQUARA,70734,RUA OTAVIO TARQUINIO DE SOUZA,,PIRAQUARA
663,-46677826,-23685891,355030816000156,3550308005170,16,CAMPO GRANDE,14,SANTO AMARO,Sul,Sul 2,SABARA,70742,RUA JOAQUIM NEVES MONTEIRO,,STO AMARO
664,-46430833,-23502673,355030874000086,3550308005197,76,SAO MIGUEL,23,SAO MIGUEL,Leste,Leste 2,JARDIM SAO VICENTE,10472,AV PROF ASSIS VELOSO,,JD SAO VICENTE
665,-46421950,-23477513,355030844000099,3550308005244,43,JARDIM HELENA,23,SAO MIGUEL,Leste,Leste 2,JARDIM HELENA,10634,RUA CAMOMILA,,JD HELENA
666,-46420837,-23484111,355030844000042,3550308005246,43,JARDIM HELENA,23,SAO MIGUEL,Leste,Leste 2,VILA MARA,11029,RUA SAO GONCALO DO RIO DAS PEDRAS,,PQ PAULISTANO
667,-46390741,-23485730,355030844000155,3550308005247,43,JARDIM HELENA,23,SAO MIGUEL,Leste,Leste 2,VILA ITAIM,11258,RUA CACHOEIRA MANGAVAL,,ITAIM PAULISTA
668,-46431964,-23519466,355030874000059,3550308005197,76,SAO MIGUEL,23,SAO MIGUEL,Leste,Leste 2,VILA PROGRESSO,11428,RUA CRIUVA,,VL PROGRESSO
669,-46448939,-23506183,355030887000199,3550308005193,89,VILA JACUI,23,SAO MIGUEL,Leste,Leste 2,VILA JACUI,11711,RUA TEJUGUACU,,VL JACUI
670,-46475901,-23505946,355030887000150,3550308005195,89,VILA JACUI,23,SAO MIGUEL,Leste,Leste 2,VILA NORMA,12092,RUA GLICERIO RODRIGUES,,VL NORMA
671,-46419445,-23481276,355030844000043,3550308005246,43,JARDIM HELENA,23,SAO MIGUEL,Leste,Leste 2,SAO FRANCISCO,12203,AV JOSE MARTINS LISBOA,,SAO FRANCISCO
672,-46469267,-23506444,355030887000096,3550308005195,89,VILA JACUI,23,SAO MIGUEL,Leste,Leste 2,LIMOEIRO,30848,AV MANOEL DOS SANTOS BRAGA,,LIMOEIRO
673,-46464620,-23501295,355030887000029,3550308005193,89,VILA JACUI,23,SAO MIGUEL,Leste,Leste 2,JOSE NUNES,31100,AV PAU D'ARCO ROXO,,CID PEDRO JOSE NUNES
674,-46439699,-23517732,355030874000031,3550308005197,76,SAO MIGUEL,23,SAO MIGUEL,Leste,Leste 2,PARQUE SONIA,31119,RUA INAJA GUACU,,VL PROGRESSO
675,-46411709,-23488736,355030844000035,3550308005245,43,JARDIM HELENA,23,SAO MIGUEL,Leste,Leste 2,JARDIM MAIA,31240,RUA FRANCISCO ANTONIO MEIRA,,JD MAIA
676,-46443945,-23497486,355030874000088,3550308005196,76,SAO MIGUEL,23,SAO MIGUEL,Leste,Leste 2,VILA SILVESTRE,31429,AV ANTONIO BERNARDO SILVESTRE,,VL SAO SILVESTRE
677,-46453934,-23505588,355030887000015,3550308005193,89,VILA JACUI,23,SAO MIGUEL,Leste,Leste 2,VILA JACUI,40436,RUA TSUTOMU HENNI,,VL JACUI
678,-46429344,-23481586,355030844000095,3550308005246,43,JARDIM HELENA,23,SAO MIGUEL,Leste,Leste 2,VILA HELENA,40681,RUA SANTA ROSA DE LIMA,,PQ PAULISTANO
679,-46434970,-23521470,355030874000073,3550308005197,76,SAO MIGUEL,23,SAO MIGUEL,Leste,Leste 2,CECILIA ITER,40720,AV MONS AGNELO,,VL PROGRESSO
680,-46384463,-23483433,355030844000163,3550308005247,43,JARDIM HELENA,23,SAO MIGUEL,Leste,Leste 2,JARDIM ROMANO,41068,RUA DIOGO GONCALVES LACO,,JD ROMANO
681,-46434200,-23510084,355030874000004,3550308005197,76,SAO MIGUEL,23,SAO MIGUEL,Leste,Leste 2,JARDIM VERA CRUZ,50806,AV MOACIR DANTAS ITAPICURU,,CID NOVA S MIGUEL
682,-46409442,-23488575,355030844000046,3550308005245,43,JARDIM HELENA,23,SAO MIGUEL,Leste,Leste 2,VILA NOEMIA,50920,RUA VISTOSA DE MADRE DE DEUS,,JD NOEMIA
683,-46461360,-23512891,355030887000115,3550308005195,89,VILA JACUI,23,SAO MIGUEL,Leste,Leste 2,JARDIM DAS CAMELIAS,51055,RUA LIRIO DA SERRA,,JD DAS CAMELIAS
684,-46413766,-23482005,355030844000219,3550308005245,43,JARDIM HELENA,23,SAO MIGUEL,Leste,Leste 2,JARDIM SAO MARTINHO,51489,AV BORBOLETA AMARELA,,JD SAO MARTINHO
685,-46441101,-23503699,355030874000023,3550308005196,76,SAO MIGUEL,23,SAO MIGUEL,Leste,Leste 2,BAQUIRIVU,60461,RUA HELIO VESSONI,,VL SINHA
686,-46473546,-23512219,355030887000127,3550308005195,89,VILA JACUI,23,SAO MIGUEL,Leste,Leste 2,ITAPOA,60860,RUA OLEGARIO MACIEL,,JD SAO CARLOS
687,-46448850,-23494838,355030874000120,3550308005196,76,SAO MIGUEL,23,SAO MIGUEL,Leste,Leste 2,SAO MIGUEL,61069,RUA SILVIO CERVELLINI,,SAO MIGUEL
688,-46452479,-23512048,355030887000079,3550308005193,89,VILA JACUI,23,SAO MIGUEL,Leste,Leste 2,JARDIM SANTANA,70688,RUA FRUTO DO PARAISO,,JD SANTANA
689,-46460616,-23496634,355030887000192,3550308005194,89,VILA JACUI,23,SAO MIGUEL,Leste,Leste 2,PARQUE CRUZEIRO DO SUL,70980,RUA ANTONIO DE SIQUEIRA,,PQ CRUZEIRO DO SUL
690,-46431732,-23490561,355030844000134,3550308005244,43,JARDIM HELENA,23,SAO MIGUEL,Leste,Leste 2,CHACARA TRES MENINAS,71595,AV PEDROSO DA SILVA,,CHAC TRES MENINAS
691,-46472347,-23505044,355030887000131,3550308005195,89,VILA JACUI,23,SAO MIGUEL,Leste,Leste 2,VILA MONTE SANTO,72184,RUA QUILOMBO DO AMBROSIO,,VL MONTE SANTO
692,-46629044,-23556145,355030849000096,3550308005008,49,LIBERDADE,9,SE,Centro,Centro,THOMAZ DE LIMA,10014,RUA TEIXEIRA LEITE C/ SAO PAULO,,LIBERDADE
693,-46622239,-23578849,355030890000111,3550308005046,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,VILA DEODORO,10030,RUA INGLES DE SOUZA,,CAMBUCI
694,-46648755,-23538625,355030869000065,3550308005014,70,SANTA CECILIA,9,SE,Centro,Centro,SANTA CECILIA,10111,RUA SEBASTIAO PEREIRA,,STA CECILIA
695,-46629037,-23522526,355030809000019,3550308005004,09,BOM RETIRO,9,SE,Centro,Centro,PONTE PEQUENA,11304,RUA GUAPORE,,PONTE PEQUENA
696,-46646974,-23547938,355030866000030,3550308005002,67,REPUBLICA,9,SE,Centro,Centro,CONSOLACAO,11541,RUA JOAO GUIMARAES ROSA,,CONSOLACAO
697,-46637592,-23537773,355030866000108,3550308005003,67,REPUBLICA,9,SE,Centro,Centro,SANTA EFIGENIA,11754,RUA DOS ANDRADAS C/ TIMBIRAS,,STA EFIGENIA
698,-46640237,-23552739,355030866000080,3550308005002,67,REPUBLICA,9,SE,Centro,Centro,ANHANGABAU,11924,RUA SANTO AMARO,,BELA VISTA
699,-46648882,-23556514,355030807000066,3550308005011,07,BELA VISTA,9,SE,Centro,Centro,BELA VISTA,30015,RUA CARDEAL LEME,,BELA VISTA
700,-46618626,-23562999,355030814000025,3550308005006,14,CAMBUCI,9,SE,Centro,Centro,CAMBUCI,30031,RUA STEFANO,,CAMBUCI
701,-46664485,-23544668,355030826000007,3550308005013,26,CONSOLACAO,9,SE,Centro,Centro,SUMARE MODERNA,30040,PC CHARLES MULLER,,PACAEMBU
702,-46631028,-23556748,355030849000097,3550308005008,49,LIBERDADE,9,SE,Centro,Centro,SAO PAULO,40010,RUA DR PEDRO SEVERIANO,,LIBERDADE
703,-46628260,-23568615,355030849000008,3550308005007,49,LIBERDADE,9,SE,Centro,Centro,BATURITE,40029,RUA OLIVEIRA PEIXOTO,,ACLIMACAO
704,-46634302,-23563663,355030849000031,3550308005008,49,LIBERDADE,9,SE,Centro,Centro,LIBERDADE/MODERNA,41351,RUA PANDIA CALOGERAS,,LIBERDADE
